fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"2362","2362","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2363","2363","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2364","2364","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2365","2365","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2366","2366","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2367","2367","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2368","2368","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2369","2369","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2370","2370","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2371","2371","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2372","2372","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2373","2373","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2374","2374","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2375","2375","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2376","2376","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2377","2377","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2378","2378","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2379","2379","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2380","2380","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2381","2381","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2382","2382","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2383","2383","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2384","2384","2",INVLOEDSGEBIED,"71037",71037 LUMMEN,"8",LIMBURG,,,,,,,,,
"2385","2385","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2386","2386","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2387","2387","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2388","2388","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2389","2389","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2390","2390","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2391","2391","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2392","2392","2",INVLOEDSGEBIED,"71045",71045 NIEUWERKERKEN,"8",LIMBURG,,,,,,,,,
"2393","2393","4",BUITENGEBIED_2,"71047",71047 OPGLABBEEK,"8",LIMBURG,,,,,,,,,
"2394","2394","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2395","2395","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2396","2396","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2397","2397","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2398","2398","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2399","2399","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2400","2400","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2401","2401","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2402","2402","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2403","2403","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2404","2404","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2405","2405","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2406","2406","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2407","2407","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2408","2408","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2409","2409","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2410","2410","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2411","2411","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2412","2412","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2413","2413","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2414","2414","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2415","2415","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2416","2416","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2417","2417","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2418","2418","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2419","2419","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2420","2420","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2421","2421","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2422","2422","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2423","2423","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2424","2424","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2425","2425","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2426","2426","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2427","2427","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2428","2428","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2429","2429","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2430","2430","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2431","2431","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2432","2432","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2433","2433","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2434","2434","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2435","2435","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2436","2436","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2437","2437","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2438","2438","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2439","2439","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2440","2440","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2441","2441","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2442","2442","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2443","2443","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2444","2444","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2445","2445","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2446","2446","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2447","2447","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2448","2448","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2449","2449","2",INVLOEDSGEBIED,"71053",71053 SINT-TRUIDEN,"8",LIMBURG,,,,,,,,,
"2450","2450","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2451","2451","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2452","2452","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2453","2453","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2454","2454","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2455","2455","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2456","2456","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2457","2457","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2458","2458","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2459","2459","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2460","2460","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2461","2461","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2462","2462","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2463","2463","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2464","2464","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2465","2465","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2466","2466","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2467","2467","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2468","2468","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2469","2469","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2470","2470","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2471","2471","2",INVLOEDSGEBIED,"71057",71057 TESSENDERLO,"8",LIMBURG,,,,,,,,,
"2472","2472","3",BUITENGEBIED_1,"71066",71066 ZONHOVEN,"8",LIMBURG,,,,,,,,,
"2473","2473","3",BUITENGEBIED_1,"71066",71066 ZONHOVEN,"8",LIMBURG,,,,,,,,,
"2474","2474","4",BUITENGEBIED_2,"71067",71067 ZUTENDAAL,"8",LIMBURG,,,,,,,,,
"2475","2475","3",BUITENGEBIED_1,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2476","2476","3",BUITENGEBIED_1,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2477","2477","2",INVLOEDSGEBIED,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2478","2478","2",INVLOEDSGEBIED,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2479","2479","2",INVLOEDSGEBIED,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2480","2480","2",INVLOEDSGEBIED,"71069",71069 HAM,"8",LIMBURG,,,,,,,,,
"2481","2481","3",BUITENGEBIED_1,"71070",71070 HEUSDEN-ZOLDER,"8",LIMBURG,,,,,,,,,
"2482","2482","3",BUITENGEBIED_1,"71070",71070 HEUSDEN-ZOLDER,"8",LIMBURG,,,,,,,,,
"2483","2483","2",INVLOEDSGEBIED,"71070",71070 HEUSDEN-ZOLDER,"8",LIMBURG,,,,,,,,,
"2484","2484","5",BUITENGEBIED_3,"0",0 BOCHOLT/BREE/KINROOI/LOMMEL/...,"8",LIMBURG,,,,,,,,,
"2485","2485","4",BUITENGEBIED_2,"72020",72020 LOMMEL,"8",LIMBURG,,,,,,,,,
"2486","2486","4",BUITENGEBIED_2,"72029",72029 OVERPELT,"8",LIMBURG,,,,,,,,,
"2487","2487","4",BUITENGEBIED_2,"72030",72030 PEER,"8",LIMBURG,,,,,,,,,
"2488","2488","4",BUITENGEBIED_2,"72038",72038 HECHTEL-EKSEL,"8",LIMBURG,,,,,,,,,
"2489","2489","3",BUITENGEBIED_1,"72039",72039 HOUTHALEN-HELCHTEREN,"8",LIMBURG,,,,,,,,,
"2490","2490","3",BUITENGEBIED_1,"72039",72039 HOUTHALEN-HELCHTEREN,"8",LIMBURG,,,,,,,,,
"2491","2491","4",BUITENGEBIED_2,"72040",72040 MEEUWEN-GRUITRODE,"8",LIMBURG,,,,,,,,,
"2492","2492","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2493","2493","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2494","2494","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2495","2495","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2496","2496","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2497","2497","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2498","2498","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2499","2499","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2500","2500","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2501","2501","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2502","2502","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2503","2503","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2504","2504","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2505","2505","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2506","2506","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2507","2507","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2508","2508","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2509","2509","2",INVLOEDSGEBIED,"73001",73001 ALKEN,"8",LIMBURG,,,,,,,,,
"2510","2510","4",BUITENGEBIED_2,"73006",73006 BILZEN,"8",LIMBURG,,,,,,,,,
"2511","2511","5",BUITENGEBIED_3,"0",0 BILZEN/LANAKEN/RIEMST/TONGEREN/...,"8",LIMBURG,,,,,,,,,
"2512","2512","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2513","2513","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2514","2514","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2515","2515","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2516","2516","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2517","2517","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2518","2518","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2519","2519","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2520","2520","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2521","2521","3",BUITENGEBIED_1,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2522","2522","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2523","2523","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2524","2524","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2525","2525","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2526","2526","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2527","2527","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2528","2528","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2529","2529","2",INVLOEDSGEBIED,"73009",73009 BORGLOON,"8",LIMBURG,,,,,,,,,
"2530","2530","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2531","2531","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2532","2532","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2533","2533","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2534","2534","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2535","2535","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2536","2536","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2537","2537","3",BUITENGEBIED_1,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2538","2538","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2539","2539","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2540","2540","3",BUITENGEBIED_1,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2541","2541","3",BUITENGEBIED_1,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2542","2542","3",BUITENGEBIED_1,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2543","2543","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2544","2544","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2545","2545","2",INVLOEDSGEBIED,"73022",73022 HEERS,"8",LIMBURG,,,,,,,,,
"2546","2546","3",BUITENGEBIED_1,"73028",73028 HERSTAPPE,"8",LIMBURG,,,,,,,,,
"2547","2547","4",BUITENGEBIED_2,"73032",73032 HOESELT,"8",LIMBURG,,,,,,,,,
"2548","2548","3",BUITENGEBIED_1,"73040",73040 KORTESSEM,"8",LIMBURG,,,,,,,,,
"2549","2549","3",BUITENGEBIED_1,"73040",73040 KORTESSEM,"8",LIMBURG,,,,,,,,,
"2550","2550","3",BUITENGEBIED_1,"73040",73040 KORTESSEM,"8",LIMBURG,,,,,,,,,
"2551","2551","3",BUITENGEBIED_1,"73040",73040 KORTESSEM,"8",LIMBURG,,,,,,,,,
"2552","2552","3",BUITENGEBIED_1,"73040",73040 KORTESSEM,"8",LIMBURG,,,,,,,,,
"2553","2553","4",BUITENGEBIED_2,"73066",73066 RIEMST,"8",LIMBURG,,,,,,,,,
"2554","2554","4",BUITENGEBIED_2,"73083",73083 TONGEREN,"8",LIMBURG,,,,,,,,,
"2555","2555","3",BUITENGEBIED_1,"73083",73083 TONGEREN,"8",LIMBURG,,,,,,,,,
"2556","2556","3",BUITENGEBIED_1,"73083",73083 TONGEREN,"8",LIMBURG,,,,,,,,,
"2557","2557","3",BUITENGEBIED_1,"73083",73083 TONGEREN,"8",LIMBURG,,,,,,,,,
"2558","2558","3",BUITENGEBIED_1,"73083",73083 TONGEREN,"8",LIMBURG,,,,,,,,,
"2559","2559","3",BUITENGEBIED_1,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2560","2560","2",INVLOEDSGEBIED,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2561","2561","2",INVLOEDSGEBIED,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2562","2562","3",BUITENGEBIED_1,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2563","2563","2",INVLOEDSGEBIED,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2564","2564","2",INVLOEDSGEBIED,"73098",73098 WELLEN,"8",LIMBURG,,,,,,,,,
"2565","2565","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2566","2566","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2567","2567","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2568","2568","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2569","2569","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2570","2570","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2571","2571","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2572","2572","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2573","2573","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2574","2574","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2575","2575","2",INVLOEDSGEBIED,"25005",25005 BEAUVECHAIN,"17",WALLONIE,,,,,,,,,
"2576","2576","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2577","2577","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2578","2578","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2579","2579","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2580","2580","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2581","2581","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2582","2582","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2583","2583","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2584","2584","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2585","2585","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2586","2586","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2587","2587","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2588","2588","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2589","2589","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2590","2590","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2591","2591","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2592","2592","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2593","2593","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2594","2594","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2595","2595","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2596","2596","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2597","2597","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2598","2598","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2599","2599","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2600","2600","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2601","2601","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
