fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"2602","2602","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2603","2603","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2604","2604","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2605","2605","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2606","2606","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2607","2607","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2608","2608","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2609","2609","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2610","2610","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2611","2611","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2612","2612","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2613","2613","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2614","2614","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2615","2615","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2616","2616","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2617","2617","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2618","2618","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2619","2619","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2620","2620","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2621","2621","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2622","2622","2",INVLOEDSGEBIED,"25014",25014 BRAINE-L'ALLEUD,"17",WALLONIE,,,,,,,,,
"2623","2623","3",BUITENGEBIED_1,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2624","2624","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2625","2625","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2626","2626","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2627","2627","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2628","2628","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2629","2629","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2630","2630","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2631","2631","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2632","2632","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2633","2633","2",INVLOEDSGEBIED,"25015",25015 BRAINE-LE-CHATEAU,"17",WALLONIE,,,,,,,,,
"2634","2634","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2635","2635","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2636","2636","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2637","2637","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2638","2638","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2639","2639","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2640","2640","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2641","2641","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2642","2642","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2643","2643","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2644","2644","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2645","2645","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2646","2646","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2647","2647","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2648","2648","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2649","2649","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2650","2650","2",INVLOEDSGEBIED,"25018",25018 CHAUMONT-GISTOUX,"17",WALLONIE,,,,,,,,,
"2651","2651","3",BUITENGEBIED_1,"25023",25023 COURT-SAINT-ETIENNE,"17",WALLONIE,,,,,,,,,
"2652","2652","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2653","2653","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2654","2654","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2655","2655","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2656","2656","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2657","2657","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2658","2658","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2659","2659","3",BUITENGEBIED_1,"25031",25031 GENAPPE,"17",WALLONIE,,,,,,,,,
"2660","2660","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2661","2661","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2662","2662","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2663","2663","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2664","2664","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2665","2665","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2666","2666","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2667","2667","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2668","2668","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2669","2669","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2670","2670","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2671","2671","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2672","2672","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2673","2673","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2674","2674","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2675","2675","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2676","2676","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2677","2677","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2678","2678","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2679","2679","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2680","2680","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2681","2681","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2682","2682","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2683","2683","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2684","2684","2",INVLOEDSGEBIED,"25037",25037 GREZ-DOICEAU,"17",WALLONIE,,,,,,,,,
"2685","2685","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2686","2686","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2687","2687","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2688","2688","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2689","2689","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2690","2690","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2691","2691","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2692","2692","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2693","2693","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2694","2694","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2695","2695","2",INVLOEDSGEBIED,"25043",25043 INCOURT,"17",WALLONIE,,,,,,,,,
"2696","2696","3",BUITENGEBIED_1,"25044",25044 ITTRE,"17",WALLONIE,,,,,,,,,
"2697","2697","2",INVLOEDSGEBIED,"25044",25044 ITTRE,"17",WALLONIE,,,,,,,,,
"2698","2698","3",BUITENGEBIED_1,"25044",25044 ITTRE,"17",WALLONIE,,,,,,,,,
"2699","2699","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2700","2700","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2701","2701","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2702","2702","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2703","2703","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2704","2704","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2705","2705","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2706","2706","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2707","2707","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2708","2708","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2709","2709","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2710","2710","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2711","2711","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2712","2712","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2713","2713","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2714","2714","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2715","2715","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2716","2716","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2717","2717","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2718","2718","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2719","2719","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2720","2720","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2721","2721","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2722","2722","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2723","2723","2",INVLOEDSGEBIED,"25048",25048 JODOIGNE,"17",WALLONIE,,,,,,,,,
"2724","2724","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2725","2725","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2726","2726","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2727","2727","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2728","2728","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2729","2729","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2730","2730","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2731","2731","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2732","2732","2",INVLOEDSGEBIED,"25050",25050 LA HULPE,"17",WALLONIE,,,,,,,,,
"2733","2733","3",BUITENGEBIED_1,"25068",25068 MONT-SAINT-GUIBERT,"17",WALLONIE,,,,,,,,,
"2734","2734","2",INVLOEDSGEBIED,"25068",25068 MONT-SAINT-GUIBERT,"17",WALLONIE,,,,,,,,,
"2735","2735","2",INVLOEDSGEBIED,"25068",25068 MONT-SAINT-GUIBERT,"17",WALLONIE,,,,,,,,,
"2736","2736","3",BUITENGEBIED_1,"25068",25068 MONT-SAINT-GUIBERT,"17",WALLONIE,,,,,,,,,
"2737","2737","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2738","2738","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2739","2739","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2740","2740","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2741","2741","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2742","2742","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2743","2743","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2744","2744","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2745","2745","3",BUITENGEBIED_1,"25072",25072 NIVELLES,"17",WALLONIE,,,,,,,,,
"2746","2746","3",BUITENGEBIED_1,"25084",25084 PERWEZ,"17",WALLONIE,,,,,,,,,
"2747","2747","3",BUITENGEBIED_1,"25084",25084 PERWEZ,"17",WALLONIE,,,,,,,,,
"2748","2748","3",BUITENGEBIED_1,"25084",25084 PERWEZ,"17",WALLONIE,,,,,,,,,
"2749","2749","3",BUITENGEBIED_1,"25084",25084 PERWEZ,"17",WALLONIE,,,,,,,,,
"2750","2750","3",BUITENGEBIED_1,"25084",25084 PERWEZ,"17",WALLONIE,,,,,,,,,
"2751","2751","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2752","2752","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2753","2753","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2754","2754","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2755","2755","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2756","2756","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2757","2757","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2758","2758","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2759","2759","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2760","2760","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2761","2761","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2762","2762","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2763","2763","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2764","2764","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2765","2765","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2766","2766","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2767","2767","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2768","2768","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2769","2769","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2770","2770","2",INVLOEDSGEBIED,"25091",25091 RIXENSART,"17",WALLONIE,,,,,,,,,
"2771","2771","3",BUITENGEBIED_1,"25105",25105 TUBIZE,"17",WALLONIE,,,,,,,,,
"2772","2772","3",BUITENGEBIED_1,"25105",25105 TUBIZE,"17",WALLONIE,,,,,,,,,
"2773","2773","3",BUITENGEBIED_1,"25105",25105 TUBIZE,"17",WALLONIE,,,,,,,,,
"2774","2774","3",BUITENGEBIED_1,"25105",25105 TUBIZE,"17",WALLONIE,,,,,,,,,
"2775","2775","3",BUITENGEBIED_1,"25107",25107 VILLERS-LA-VILLE,"17",WALLONIE,,,,,,,,,
"2776","2776","3",BUITENGEBIED_1,"25107",25107 VILLERS-LA-VILLE,"17",WALLONIE,,,,,,,,,
"2777","2777","3",BUITENGEBIED_1,"25107",25107 VILLERS-LA-VILLE,"17",WALLONIE,,,,,,,,,
"2778","2778","3",BUITENGEBIED_1,"25107",25107 VILLERS-LA-VILLE,"17",WALLONIE,,,,,,,,,
"2779","2779","3",BUITENGEBIED_1,"25107",25107 VILLERS-LA-VILLE,"17",WALLONIE,,,,,,,,,
"2780","2780","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2781","2781","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2782","2782","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2783","2783","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2784","2784","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2785","2785","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2786","2786","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2787","2787","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2788","2788","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2789","2789","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2790","2790","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2791","2791","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2792","2792","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2793","2793","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2794","2794","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2795","2795","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2796","2796","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2797","2797","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2798","2798","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2799","2799","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2800","2800","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2801","2801","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2802","2802","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2803","2803","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2804","2804","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2805","2805","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2806","2806","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2807","2807","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2808","2808","2",INVLOEDSGEBIED,"25110",25110 WATERLOO,"17",WALLONIE,,,,,,,,,
"2809","2809","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2810","2810","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2811","2811","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2812","2812","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2813","2813","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2814","2814","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2815","2815","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2816","2816","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2817","2817","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2818","2818","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2819","2819","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2820","2820","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2821","2821","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2822","2822","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2823","2823","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2824","2824","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2825","2825","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2826","2826","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2827","2827","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2828","2828","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2829","2829","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2830","2830","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2831","2831","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2832","2832","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2833","2833","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2834","2834","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2835","2835","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2836","2836","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2837","2837","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2838","2838","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2839","2839","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2840","2840","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2841","2841","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
"2842","2842","2",INVLOEDSGEBIED,"25112",25112 WAVRE,"17",WALLONIE,,,,,,,,,
